customer_id,total_spent,avg_spent,purchase_count,recency,purchase_frequency,avg_days_between_purchases,unique_categories,unique_products,month_diversity,avg_purchase_hour,customer_gender,gender_male
CUST0401,37110,9277.5,4,186,0.0036363636363636364,366.6666666666667,2,3,3,5.75,Male,1
CUST9772,69090,17272.5,4,105,0.003552397868561279,375.3333333333333,2,3,4,5.75,Male,1
CUST3779,35612,11870.666666666666,3,349,0.006550218340611353,229.0,2,3,3,10.666666666666666,Female,0
CUST2686,78312,9789.0,8,189,0.008,142.85714285714286,2,4,5,12.125,Female,0
CUST3918,47262,9452.4,5,96,0.004280821917808219,292.0,2,4,4,16.8,Female,0
CUST2251,17507,8753.5,2,704,0.016666666666666666,120.0,2,2,2,7.0,Male,1
CUST7762,40410,10102.5,4,636,0.006269592476489028,212.66666666666666,2,4,3,10.0,Female,0
CUST2817,49786,12446.5,4,10,0.004956629491945477,269.0,2,4,3,10.75,Female,0
CUST4957,11752,5876.0,2,850,0.015625,128.0,2,2,2,7.5,Female,0
CUST8795,29603,14801.5,2,777,0.013888888888888888,144.0,2,2,2,14.5,Male,1
CUST5770,80268,10033.5,8,16,0.0068201193520886615,167.57142857142858,2,8,7,14.0,Female,0
CUST8780,2622,1311.0,2,831,0.024691358024691357,81.0,2,2,2,7.5,Male,1
CUST1854,12500,12500.0,1,753,1.0,0.0,1,1,1,5.0,Male,1
CUST3178,13373,6686.5,2,273,0.008658008658008658,231.0,2,2,2,10.0,Male,1
CUST4716,51852,8642.0,6,114,0.005911330049261084,203.0,2,4,4,13.333333333333334,Female,0
CUST3930,39959,6659.833333333333,6,136,0.007308160779537149,164.2,2,4,5,13.0,Male,1
CUST5164,44961,8992.2,5,17,0.0039032006245121,320.25,1,4,4,8.8,Male,1
CUST0485,24700,6175.0,4,892,0.011111111111111112,120.0,2,4,3,9.0,Female,0
CUST8857,3586,3586.0,1,807,1.0,0.0,1,1,1,12.0,Female,0
CUST9793,77236,11033.714285714286,7,43,0.00617828773168579,188.83333333333334,2,4,5,11.714285714285714,Male,1
CUST3867,16614,4153.5,4,33,0.004381161007667032,304.3333333333333,2,4,3,12.5,Female,0
CUST2413,44743,11185.75,4,294,0.004561003420752566,292.3333333333333,2,3,4,11.75,Male,1
CUST3904,13172,4390.666666666667,3,168,0.0027002700270027003,555.5,2,3,3,15.0,Male,1
CUST4185,19719,6573.0,3,145,0.0043859649122807015,342.0,2,3,3,17.333333333333332,Male,1
CUST8709,40052,8010.4,5,219,0.004748338081671415,263.25,2,4,5,8.4,Female,0
CUST4340,46556,15518.666666666666,3,200,0.005802707930367505,258.5,1,2,2,7.0,Female,0
CUST0162,42687,10671.75,4,134,0.018433179723502304,72.33333333333333,2,3,4,10.0,Male,1
CUST6767,31441,7860.25,4,88,0.003933136676499509,339.0,1,3,3,12.0,Male,1
CUST6421,34014,8503.5,4,544,0.009433962264150943,141.33333333333334,2,4,4,7.0,Female,0
CUST4302,10339,3446.3333333333335,3,73,0.008670520231213872,173.0,1,3,3,14.666666666666666,Male,1
CUST7493,10824,2706.0,4,120,0.00423728813559322,314.6666666666667,2,4,3,7.75,Male,1
CUST1204,29726,4954.333333333333,6,70,0.005719733079122974,209.8,2,4,5,11.166666666666666,Male,1
CUST9402,24561,12280.5,2,229,0.005420054200542005,369.0,1,2,1,10.5,Female,0
CUST7320,28586,14293.0,2,651,0.011494252873563218,174.0,1,2,2,20.5,Male,1
CUST2420,9669,2417.25,4,860,0.038461538461538464,34.666666666666664,2,3,4,12.75,Male,1
CUST7289,71778,8972.25,8,195,0.008888888888888889,128.57142857142858,1,3,7,14.125,Male,1
CUST9025,30178,6035.6,5,12,0.003878975950349108,322.25,2,4,4,10.6,Male,1
CUST3420,52330,10466.0,5,438,0.005834305717619603,214.25,2,4,4,11.4,Male,1
CUST1015,29300,9766.666666666666,3,660,0.012244897959183673,122.5,2,3,3,4.333333333333333,Male,1
CUST3966,40895,6815.833333333333,6,88,0.004918032786885246,244.0,2,4,6,10.0,Male,1
CUST9162,20182,6727.333333333333,3,456,0.008379888268156424,179.0,1,3,2,11.333333333333334,Male,1
CUST8328,37598,9399.5,4,547,0.005788712011577424,230.33333333333334,2,3,4,5.25,Female,0
CUST2717,37589,6264.833333333333,6,224,0.008797653958944282,136.4,2,4,4,13.833333333333334,Male,1
CUST9510,38528,12842.666666666666,3,144,0.0029296875,512.0,2,3,3,17.333333333333332,Male,1
CUST6565,28805,5761.0,5,335,0.006756756756756757,185.0,2,4,3,13.2,Male,1
CUST6842,13876,6938.0,2,976,0.1,20.0,2,2,1,7.5,Male,1
CUST2586,26187,5237.4,5,176,0.004537205081669692,275.5,2,4,4,10.2,Female,0
CUST2883,17930,5976.666666666667,3,409,0.004792332268370607,313.0,2,2,3,9.0,Female,0
CUST8132,34090,4870.0,7,26,0.006392694063926941,182.5,2,5,3,9.142857142857142,Female,0
CUST7225,20353,6784.333333333333,3,501,0.005847953216374269,256.5,2,3,2,6.0,Female,0
CUST5253,28547,9515.666666666666,3,322,0.003926701570680628,382.0,2,2,2,14.666666666666666,Male,1
CUST9146,54184,9030.666666666666,6,209,0.0056179775280898875,213.6,2,3,5,10.833333333333334,Female,0
CUST4664,46779,15593.0,3,248,0.003787878787878788,396.0,1,2,3,4.0,Male,1
CUST7522,14616,7308.0,2,767,0.007168458781362007,279.0,2,2,2,3.0,Female,0
CUST6405,39083,9770.75,4,1,0.003316749585406302,402.0,2,3,4,11.75,Female,0
CUST0398,25645,8548.333333333334,3,455,0.011450381679389313,131.0,2,2,3,17.0,Female,0
CUST8663,4296,4296.0,1,1244,1.0,0.0,1,1,1,14.0,Female,0
CUST6904,49875,16625.0,3,432,0.005671077504725898,264.5,1,2,3,14.666666666666666,Female,0
CUST9531,44062,8812.4,5,33,0.005820721769499418,214.75,2,4,5,9.0,Male,1
CUST9767,31096,15548.0,2,451,0.034482758620689655,58.0,1,2,2,10.0,Male,1
CUST3328,21856,7285.333333333333,3,535,0.004615384615384616,325.0,1,3,3,11.333333333333334,Female,0
CUST5545,5567,2783.5,2,989,0.009389671361502348,213.0,1,2,2,15.0,Female,0
CUST1612,32517,10839.0,3,275,0.004160887656033287,360.5,2,3,3,17.333333333333332,Male,1
CUST1550,23109,7703.0,3,234,0.02702702702702703,55.5,2,2,3,14.666666666666666,Female,0
CUST5384,45117,6445.285714285715,7,64,0.007007007007007007,166.5,1,4,5,16.571428571428573,Male,1
CUST4755,16289,5429.666666666667,3,125,0.0026761819803746653,560.5,2,3,2,11.0,Female,0
CUST9280,29943,7485.75,4,339,0.004352557127312296,306.3333333333333,2,3,4,17.25,Male,1
CUST4879,56487,11297.4,5,87,0.00794912559618442,157.25,2,5,4,17.0,Female,0
CUST3605,62870,12574.0,5,15,0.004163197335553705,300.25,2,4,4,6.2,Female,0
CUST1818,16863,8431.5,2,367,0.0023923444976076554,836.0,2,2,2,7.5,Female,0
CUST4531,34851,11617.0,3,61,0.0026954177897574125,556.5,1,2,3,11.0,Female,0
CUST8063,15991,5330.333333333333,3,444,0.0034924330616996507,429.5,2,3,3,16.0,Male,1
CUST5364,59306,11861.2,5,233,0.010638297872340425,117.5,2,5,5,7.8,Male,1
CUST3010,21848,4369.6,5,276,0.006385696040868455,195.75,2,4,5,10.2,Female,0
CUST8273,15566,7783.0,2,706,0.004694835680751174,426.0,2,2,2,9.5,Female,0
CUST7894,57008,11401.6,5,251,0.0074850299401197605,167.0,2,4,4,7.6,Female,0
CUST2996,17125,17125.0,1,1269,1.0,0.0,1,1,1,5.0,Female,0
CUST4093,23737,4747.4,5,177,0.005192107995846314,240.75,2,4,4,16.6,Male,1
CUST0396,41125,20562.5,2,378,0.006289308176100629,318.0,1,2,2,7.0,Female,0
CUST7306,74684,9335.5,8,455,0.010113780025284451,113.0,2,5,6,18.5,Female,0
CUST2023,54952,10990.4,5,274,0.0056625141562853904,220.75,2,4,4,15.8,Male,1
CUST1902,25378,8459.333333333334,3,307,0.005917159763313609,253.5,2,3,3,6.0,Female,0
CUST9417,62508,10418.0,6,107,0.006423982869379015,186.8,2,4,4,11.333333333333334,Female,0
CUST0465,40401,6733.5,6,398,0.006593406593406593,182.0,2,4,6,11.333333333333334,Female,0
CUST8983,59133,7391.625,8,76,0.0069084628670120895,165.42857142857142,2,8,6,13.25,Male,1
CUST1044,14862,4954.0,3,68,0.0040650406504065045,369.0,2,2,2,14.333333333333334,Female,0
CUST9452,45016,9003.2,5,9,0.00510204081632653,245.0,2,3,5,9.2,Male,1
CUST1794,61945,10324.166666666666,6,149,0.005212858384013901,230.2,2,4,5,17.5,Male,1
CUST0118,48778,12194.5,4,530,0.005494505494505495,242.66666666666666,2,2,3,12.75,Female,0
CUST9769,26527,6631.75,4,281,0.005188067444876783,257.0,2,2,4,15.25,Male,1
CUST7961,21697,10848.5,2,677,0.004048582995951417,494.0,1,2,2,12.5,Female,0
CUST4277,50078,10015.6,5,96,0.010845986984815618,115.25,2,5,4,16.4,Male,1
CUST3642,20022,6674.0,3,1118,0.023255813953488372,64.5,2,2,2,13.0,Male,1
CUST7417,51285,6410.625,8,390,0.008998875140607425,127.0,2,5,6,12.0,Female,0
CUST4423,5155,5155.0,1,661,1.0,0.0,1,1,1,7.0,Male,1
CUST6567,18434,6144.666666666667,3,782,0.005703422053231939,263.0,2,3,3,8.333333333333334,Female,0
CUST5427,27438,9146.0,3,153,0.003484320557491289,430.5,2,3,3,11.0,Male,1
CUST1696,24872,12436.0,2,507,0.013245033112582781,151.0,1,2,2,2.0,Female,0
CUST5233,55291,13822.75,4,118,0.004987531172069825,267.3333333333333,2,3,4,12.5,Male,1
CUST0865,29388,9796.0,3,117,0.00340522133938706,440.5,2,3,3,7.0,Male,1
CUST7890,77288,11041.142857142857,7,320,0.013108614232209739,89.0,2,6,7,9.0,Female,0
CUST8810,21736,5434.0,4,68,0.005797101449275362,230.0,1,2,4,11.0,Female,0
CUST5952,11052,5526.0,2,355,0.00404040404040404,495.0,2,2,2,12.5,Male,1
CUST9136,16848,8424.0,2,401,0.0039603960396039604,505.0,1,2,2,8.5,Female,0
CUST4427,9967,3322.3333333333335,3,584,0.007194244604316547,208.5,2,3,3,8.333333333333334,Male,1
CUST2667,5167,2583.5,2,439,0.002306805074971165,867.0,2,2,2,10.0,Male,1
CUST6226,70888,10126.857142857143,7,54,0.005892255892255892,198.0,2,5,7,9.714285714285714,Female,0
CUST8530,67536,13507.2,5,606,0.010040160642570281,124.5,2,4,5,14.6,Female,0
CUST6883,17989,5996.333333333333,3,41,0.012,125.0,2,3,3,10.333333333333334,Male,1
CUST1507,47536,11884.0,4,294,0.0057553956834532375,231.66666666666666,1,3,3,13.0,Male,1
CUST0567,30510,10170.0,3,226,0.004629629629629629,324.0,2,3,2,10.666666666666666,Male,1
CUST5320,48974,6996.285714285715,7,86,0.006769825918762089,172.33333333333334,2,3,6,16.857142857142858,Female,0
CUST9759,52058,6507.25,8,131,0.008592910848549946,133.0,2,6,7,11.375,Female,0
CUST7742,67335,11222.5,6,495,0.011673151750972763,102.8,2,5,4,13.0,Female,0
CUST1574,18494,6164.666666666667,3,3,0.002770083102493075,541.5,2,3,2,6.333333333333333,Female,0
CUST9752,15187,5062.333333333333,3,74,0.0031446540880503146,477.0,2,3,3,8.666666666666666,Female,0
CUST8691,13799,4599.666666666667,3,204,0.0033112582781456954,453.0,2,3,3,17.333333333333332,Male,1
CUST1844,36236,12078.666666666666,3,229,0.0034762456546929316,431.5,2,2,2,8.0,Female,0
CUST2331,23946,4789.2,5,97,0.004464285714285714,280.0,2,5,3,15.2,Female,0
CUST5234,6765,2255.0,3,380,0.012145748987854251,123.5,2,3,2,13.333333333333334,Male,1
CUST7294,25420,8473.333333333334,3,48,0.018633540372670808,80.5,1,3,3,6.0,Male,1
CUST8562,24166,8055.333333333333,3,3,0.002461033634126333,609.5,2,3,3,11.0,Male,1
CUST3068,51424,12856.0,4,269,0.003872216844143272,344.3333333333333,2,3,4,12.5,Male,1
CUST7035,4910,4910.0,1,314,1.0,0.0,1,1,1,21.0,Female,0
CUST3655,21666,5416.5,4,261,0.006389776357827476,208.66666666666666,2,4,3,7.25,Male,1
CUST9582,28774,7193.5,4,83,0.003499562554680665,381.0,2,3,4,11.0,Female,0
CUST6033,62649,10441.5,6,201,0.005741626794258373,209.0,2,5,4,10.166666666666666,Female,0
CUST7637,72042,8004.666666666667,9,72,0.008086253369272238,139.125,2,6,6,11.555555555555555,Female,0
CUST3011,22320,7440.0,3,135,0.014925373134328358,100.5,1,2,3,6.333333333333333,Male,1
CUST7475,19093,6364.333333333333,3,979,0.010752688172043012,139.5,2,3,3,4.666666666666667,Male,1
CUST2497,24559,6139.75,4,12,0.003129890453834116,426.0,2,3,3,12.25,Male,1
CUST7266,34702,8675.5,4,28,0.0032025620496397116,416.3333333333333,2,4,4,12.75,Male,1
CUST2299,58318,9719.666666666666,6,4,0.004966887417218543,241.6,2,6,4,11.833333333333334,Female,0
CUST5062,25012,8337.333333333334,3,247,0.0030120481927710845,498.0,2,3,3,14.0,Male,1
CUST9385,51693,7384.714285714285,7,259,0.007306889352818371,159.66666666666666,2,5,6,12.714285714285714,Male,1
CUST2215,14278,7139.0,2,323,0.0021164021164021165,945.0,2,2,2,5.0,Male,1
CUST1868,36676,9169.0,4,163,0.004550625711035267,293.0,2,4,4,9.75,Female,0
CUST4718,25852,6463.0,4,389,0.007054673721340388,189.0,2,3,4,6.75,Female,0
CUST2974,16956,4239.0,4,91,0.007104795737122558,187.66666666666666,2,4,4,11.5,Female,0
CUST4201,15009,5003.0,3,782,0.012195121951219513,123.0,1,3,3,10.666666666666666,Female,0
CUST0890,37218,12406.0,3,283,0.003942181340341655,380.5,1,2,2,19.333333333333332,Male,1
CUST9387,17565,17565.0,1,839,1.0,0.0,1,1,1,4.0,Female,0
CUST1171,26302,6575.5,4,511,0.006944444444444444,192.0,2,3,3,13.75,Female,0
CUST0104,16752,16752.0,1,425,1.0,0.0,1,1,1,17.0,Female,0
CUST7196,31983,15991.5,2,69,0.02,100.0,1,2,2,12.5,Male,1
CUST2427,17131,5710.333333333333,3,71,0.002425222312045271,618.5,1,2,3,10.666666666666666,Female,0
CUST4378,54265,9044.166666666666,6,97,0.006749156355455568,177.8,2,4,6,11.5,Male,1
CUST9830,46902,15634.0,3,279,0.004120879120879121,364.0,2,3,2,11.666666666666666,Female,0
CUST6848,26317,8772.333333333334,3,301,0.005145797598627788,291.5,2,3,3,2.6666666666666665,Male,1
CUST7287,28502,5700.4,5,118,0.005434782608695652,230.0,2,4,5,10.4,Male,1
CUST9155,48066,8011.0,6,205,0.007125890736342043,168.4,2,5,5,10.5,Female,0
CUST4087,51166,12791.5,4,71,0.0039603960396039604,336.6666666666667,2,3,4,16.0,Male,1
CUST2473,18607,6202.333333333333,3,357,0.006237006237006237,240.5,2,2,3,15.666666666666666,Male,1
CUST3311,7448,3724.0,2,978,0.008849557522123894,226.0,1,2,2,1.0,Male,1
CUST7857,36466,9116.5,4,103,0.005532503457814661,241.0,2,3,3,12.5,Male,1
CUST6307,40166,8033.2,5,47,0.0048449612403100775,258.0,2,5,5,14.6,Male,1
CUST6438,27584,6896.0,4,378,0.010810810810810811,123.33333333333333,2,4,3,4.25,Male,1
CUST2071,30073,10024.333333333334,3,168,0.007263922518159807,206.5,2,3,3,6.666666666666667,Male,1
CUST7022,36436,9109.0,4,196,0.0036036036036036037,370.0,2,4,3,12.75,Female,0
CUST2966,38173,7634.6,5,64,0.004084967320261438,306.0,2,3,4,7.0,Female,0
CUST1706,24463,8154.333333333333,3,333,0.008928571428571428,168.0,2,3,3,9.333333333333334,Male,1
CUST9409,9366,4683.0,2,6,0.005115089514066497,391.0,2,2,2,13.5,Female,0
CUST9322,41614,6935.666666666667,6,323,0.007058823529411765,170.0,2,4,6,10.833333333333334,Female,0
CUST5181,52511,7501.571428571428,7,380,0.00831353919239905,140.33333333333334,2,5,5,10.428571428571429,Female,0
CUST9596,18704,6234.666666666667,3,368,0.00505902192242833,296.5,2,3,3,6.666666666666667,Male,1
CUST9009,38937,9734.25,4,16,0.003129890453834116,426.0,2,3,4,18.25,Male,1
CUST5936,26352,6588.0,4,195,0.004338394793926247,307.3333333333333,2,2,4,8.25,Female,0
CUST8460,40006,8001.2,5,313,0.006711409395973154,186.25,2,4,4,8.8,Male,1
CUST0588,18452,18452.0,1,544,1.0,0.0,1,1,1,7.0,Male,1
CUST5020,28782,14391.0,2,169,0.003257328990228013,614.0,1,2,2,19.5,Female,0
CUST3952,80545,10068.125,8,3,0.007789678675754625,146.71428571428572,2,6,5,12.5,Male,1
CUST3354,4732,4732.0,1,462,1.0,0.0,1,1,1,3.0,Female,0
CUST0541,7995,3997.5,2,202,0.0020942408376963353,955.0,2,2,2,12.0,Female,0
CUST1901,23476,7825.333333333333,3,83,0.0024650780608052587,608.5,2,2,3,7.0,Female,0
CUST2092,9980,3326.6666666666665,3,163,0.002707581227436823,554.0,2,2,2,7.333333333333333,Female,0
CUST4237,25996,8665.333333333334,3,5,0.0031023784901758012,483.5,1,3,3,6.333333333333333,Male,1
CUST0811,25308,12654.0,2,289,0.037037037037037035,54.0,1,2,2,16.5,Female,0
CUST6386,10237,3412.3333333333335,3,306,0.007425742574257425,202.0,2,3,2,6.333333333333333,Female,0
CUST7398,23658,11829.0,2,514,0.006349206349206349,315.0,1,2,2,8.5,Female,0
CUST5438,40495,5785.0,7,103,0.009845288326300985,118.5,2,5,4,11.142857142857142,Male,1
CUST3188,18419,6139.666666666667,3,165,0.0026642984014209592,563.0,2,3,2,10.666666666666666,Female,0
CUST9731,50160,12540.0,4,184,0.010582010582010581,126.0,2,4,3,10.25,Female,0
CUST9178,19815,9907.5,2,387,0.0029239766081871343,684.0,1,2,2,16.0,Male,1
CUST8458,46280,11570.0,4,21,0.003129890453834116,426.0,2,4,4,10.5,Female,0
CUST8124,39099,13033.0,3,204,0.003003003003003003,499.5,2,2,3,8.0,Female,0
CUST6803,64892,8111.5,8,393,0.0088008800880088,129.85714285714286,2,5,6,9.375,Male,1
CUST8606,16481,8240.5,2,408,0.004784688995215311,418.0,1,1,2,12.0,Male,1
CUST7409,28163,7040.75,4,266,0.004750593824228029,280.6666666666667,2,4,4,3.25,Female,0
CUST3391,22846,4569.2,5,400,0.005807200929152149,215.25,2,4,5,13.4,Male,1
CUST6740,41723,10430.75,4,28,0.003992015968063872,334.0,2,4,4,9.75,Female,0
CUST6449,40494,13498.0,3,67,0.004341534008683068,345.5,1,3,3,13.666666666666666,Female,0
CUST0516,5399,2699.5,2,255,0.001996007984031936,1002.0,2,2,2,4.0,Male,1
CUST0521,24387,4877.4,5,137,0.004508566275924256,277.25,2,5,4,7.2,Male,1
CUST1263,16122,5374.0,3,49,0.004405286343612335,340.5,2,3,3,20.333333333333332,Male,1
CUST1219,20234,10117.0,2,30,0.002178649237472767,918.0,1,1,2,2.5,Female,0
CUST6515,46086,11521.5,4,969,0.0196078431372549,68.0,2,3,3,14.75,Male,1
CUST3759,23934,7978.0,3,405,0.004243281471004243,353.5,2,3,3,17.666666666666668,Female,0
CUST5439,48432,12108.0,4,151,0.005471956224350205,243.66666666666666,2,4,3,9.5,Male,1
CUST9152,26500,6625.0,4,715,0.01384083044982699,96.33333333333333,2,3,3,11.75,Male,1
CUST1754,86151,12307.285714285714,7,17,0.00587248322147651,198.66666666666666,2,5,5,15.285714285714286,Female,0
CUST8303,50649,10129.8,5,141,0.0044444444444444444,281.25,1,4,4,12.2,Female,0
CUST2862,58795,14698.75,4,526,0.007984031936127744,167.0,2,4,3,15.25,Male,1
CUST5713,8410,2803.3333333333335,3,276,0.005119453924914676,293.0,1,2,3,4.666666666666667,Female,0
CUST7759,24073,6018.25,4,512,0.010126582278481013,131.66666666666666,2,4,4,14.25,Female,0
CUST8308,11667,2916.75,4,546,0.012195121951219513,109.33333333333333,2,3,4,9.0,Male,1
CUST7257,26748,6687.0,4,198,0.003656307129798903,364.6666666666667,2,3,3,10.0,Male,1
CUST1003,49387,8231.166666666666,6,93,0.010238907849829351,117.2,2,3,4,12.666666666666666,Female,0
CUST7443,12722,6361.0,2,337,0.002680965147453083,746.0,2,2,1,6.0,Male,1
CUST6233,30979,6195.8,5,366,0.0073964497041420114,169.0,2,4,5,15.6,Male,1
CUST7804,43934,14644.666666666666,3,430,0.0035252643948296123,425.5,2,3,3,12.333333333333334,Male,1
CUST9458,42421,5302.625,8,79,0.006562756357670222,174.14285714285714,2,4,7,17.75,Female,0
CUST6818,46834,11708.5,4,222,0.006493506493506494,205.33333333333334,1,2,4,12.25,Male,1
CUST3224,34993,6998.6,5,351,0.006369426751592357,196.25,2,5,4,15.6,Male,1
CUST0523,37894,7578.8,5,420,0.006060606060606061,206.25,2,4,4,10.0,Female,0
CUST4920,22695,7565.0,3,647,0.005226480836236934,287.0,2,3,3,14.666666666666666,Male,1
CUST2202,37798,7559.6,5,263,0.005055611729019211,247.25,2,4,5,15.8,Female,0
CUST8056,48915,9783.0,5,321,0.005945303210463734,210.25,2,4,5,16.0,Male,1
CUST0189,1842,1842.0,1,42,1.0,0.0,1,1,1,16.0,Female,0
CUST0333,23667,7889.0,3,35,0.007228915662650603,207.5,1,3,2,11.666666666666666,Male,1
CUST9335,60239,10039.833333333334,6,10,0.005291005291005291,226.8,2,5,3,18.5,Male,1
CUST9765,40165,8033.0,5,310,0.006180469715698393,202.25,2,5,4,8.8,Male,1
CUST3435,7290,3645.0,2,53,0.004987531172069825,401.0,1,2,2,16.0,Male,1
CUST9967,42286,10571.5,4,579,0.007952286282306162,167.66666666666666,2,3,2,5.75,Male,1
CUST7276,47745,9549.0,5,32,0.0041390728476821195,302.0,2,5,5,9.4,Male,1
CUST6601,14734,7367.0,2,171,0.0017793594306049821,1124.0,2,2,2,15.0,Female,0
CUST2065,33882,11294.0,3,250,0.003464203233256351,433.0,1,2,3,15.666666666666666,Male,1
CUST7625,19897,6632.333333333333,3,340,0.010416666666666666,144.0,2,3,3,11.0,Male,1
CUST4523,32587,8146.75,4,220,0.008602150537634409,155.0,2,3,4,5.75,Female,0
CUST4806,29988,5997.6,5,7,0.005512679162072767,226.75,2,3,4,11.8,Female,0
CUST9577,42528,7088.0,6,76,0.0062176165803108805,193.0,2,4,5,9.333333333333334,Male,1
CUST4504,43214,8642.8,5,279,0.005952380952380952,210.0,2,5,5,5.6,Female,0
CUST1502,9611,4805.5,2,11,0.0021953896816684962,911.0,2,2,2,3.5,Female,0
CUST4997,38269,7653.8,5,282,0.00522466039707419,239.25,2,3,4,9.4,Male,1
CUST1361,9002,4501.0,2,61,0.030303030303030304,66.0,2,2,2,21.0,Male,1
CUST7176,19462,6487.333333333333,3,12,0.0038860103626943004,386.0,2,2,3,9.0,Female,0
CUST7084,42311,8462.2,5,52,0.0059594755661501785,209.75,2,5,5,12.8,Male,1
CUST0881,23616,7872.0,3,669,0.0058823529411764705,255.0,2,3,3,16.333333333333332,Male,1
CUST4973,51027,17009.0,3,149,0.0028089887640449437,534.0,2,3,3,9.666666666666666,Male,1
CUST9443,18092,6030.666666666667,3,182,0.0029013539651837525,517.0,2,3,3,10.666666666666666,Male,1
